Word,,,,
raw,,,,
rug,,,,
rock,,,,
wrong,,,,
rose,,,,
robe,,,,
run,,,,
rules,,,,
rude,,,,
rob,,,,
read,,,,
ring,,,,
rake,,,,
raft,,,,
red,,,,
wrap,,,,
race,,,,
reach,,,,
rip,,,,
ride,,,,
scarf,,,,
dark,,,,
star,,,,
farm,,,,
barn,,,,
share,,,,
chair,,,,
stare,,,,
scare,,,,
tear,,,,
weird,,,,
cheer,,,,
year,,,,
clear,,,,
beard,,,,
fork,,,,
board,,,,
door,,,,
floor,,,,
sword,,,,
stir,,,,
sir,,,,
worm,,,,
turn,,,,
nurse,,,,
ladder,,,,
flower,,,,
butter,,,,
hammer,,,,
mother,,,,
